osmid,x,y
5197548262,78.0759532,30.2769077
5479441872,78.0986983,30.2852384
5479441875,78.0991086,30.2858907
5479441886,78.1018214,30.2890732
5479441890,78.1029154,30.2904938
5479465416,77.9667153,30.3165857
5479465418,77.9653569,30.3157932
5479465419,77.9659012,30.3162335
5479465423,77.9666215,30.3161285
5479465424,77.9664607,30.3162964
5479465428,77.9673223,30.3169338
5479465434,77.9680523,30.3164207
5479465437,77.9686513,30.3168837
5479465443,77.9625528,30.3167824
5479465446,77.9635978,30.3177706
5479465451,77.9649872,30.3196507
5479465462,77.9684633,30.318543
5479465465,77.969723,30.3175673
5479476467,78.0141297,30.2732113
5479476473,78.0130527,30.270705
5479480221,78.0145376,30.271801
5479480224,78.0124282,30.2720466
5479480236,78.0149423,30.2721867
5479480242,78.0142206,30.2730031
5479483102,78.0152657,30.2696449
5479483106,78.0159347,30.2700885
5479483117,78.0149715,30.2710674
5479483241,78.0244031,30.2801259
5479483253,78.0206061,30.2794683
5479483260,78.0206202,30.2777351
5479483273,78.0196475,30.2744682
5479483279,78.0184581,30.2731458
5479483281,78.0178529,30.2730768
5479483350,78.0148564,30.2711345
5479483351,78.0147247,30.271244
5479483438,78.0179955,30.2724862
5479484089,78.0234513,30.2957686
5479506080,78.0419738,30.3046612
5479506088,78.0393383,30.3035332
5479506093,78.038675,30.3047811
5479506101,78.0404813,30.3062497
5479506102,78.0381288,30.3007202
5479506104,78.0384368,30.3009363
5479506325,78.0376482,30.3009224
5479506334,78.039224,30.3005256
5479506339,78.0408969,30.300449
5479507327,78.0382946,30.3000947
5479507330,78.03864,30.3003032
5479508268,78.0387935,30.2992921
5479509651,78.0373325,30.3008669
5479512100,77.9618875,30.3316348
5479512117,77.9622077,30.3337522
5479513052,78.0201941,30.2818531
5479513058,78.0203989,30.2808818
5479513065,78.0214145,30.2806577
5479514805,78.0880083,30.2824222
5479514808,78.0861159,30.2842099
5479514810,78.086117,30.2846898
5479514811,78.0860772,30.2848657
5479514813,78.0859688,30.2859133
5479514815,78.0858019,30.2876276
5479514816,78.085339,30.2875712
5479514817,78.0861677,30.2841269
5479514819,78.0853212,30.2839243
5479520425,78.0836511,30.2834992
5479520428,78.0823393,30.2839479
5479807884,78.1995934,30.0744036
5479807907,78.1909079,30.0739427
5479807915,78.1894346,30.0774609
5479807920,78.1887537,30.0793246
5479812522,78.1893504,30.0801037
5479820143,78.2123665,30.0347268
5479844972,78.2117857,30.0423738
5487789926,78.03048,30.3166291
5487789927,78.0305538,30.3167726
5487789929,78.0302748,30.3171634
5487789935,78.0294032,30.317863
5487790318,77.9624836,30.3354549
5488392889,78.0948409,30.255263
5493550322,78.0223925,30.2843307
5493550328,78.0201823,30.2864807
5493550332,78.0532634,30.2819102
5493550344,78.0510579,30.2772707
5493550355,78.0542682,30.2785823
5493550362,78.0544385,30.280433
5493550369,78.0548228,30.2807431
5493550372,78.0163783,30.2807174
5493550374,78.0166095,30.2810342
5493550382,78.0169237,30.2824087
5493550383,78.0172512,30.2823505
5493550384,78.0176872,30.2802669
5493550386,78.0180627,30.2806305
5493550394,78.0173084,30.2840983
5493550395,78.0174565,30.2849097
5493550401,78.0698454,30.3156034
5493550404,78.0699474,30.3159171
5493550408,78.0699943,30.3143646
5493550412,78.0684453,30.315145
5493550413,78.0703728,30.3132065
5493550418,78.0682159,30.3147785
5493550728,78.0679705,30.3143947
5493550729,78.0680631,30.3145394
5495256560,78.0284241,30.2867088
5495256562,78.0757175,30.3055608
5495256565,78.0781127,30.3048721
5495256579,78.0775184,30.2992549
5495256580,78.0782399,30.2991972
5495256588,78.0781718,30.3020571
5495256589,78.0781878,30.3023816
5495256591,78.0781594,30.3031169
5495256597,78.0754207,30.3039151
5495256615,77.9617825,30.3309741
5495259540,77.9614964,30.3295101
5495259544,78.0285636,30.2874925
5495259546,78.0274571,30.2874065
5495259552,78.0305524,30.2849821
5495259566,78.0640897,30.2841472
5495259588,78.1245045,30.1811683
5495259596,78.0224438,30.2523993
5495259607,78.0673981,30.2816248
5495259610,78.0663231,30.2821624
5495259613,78.0645589,30.2828618
5495259616,78.0638594,30.2838721
5495259618,78.0962405,30.1740899
5495259633,77.9491147,30.2982618
5495259635,78.0803566,30.284111
5495259636,78.0807031,30.2841704
5495259638,78.0805943,30.2837812
5495259641,78.0812038,30.2835104
5495259643,78.0181938,30.2807144
5495259644,78.0185351,30.2807614
5495259645,78.0187836,30.2804638
5495259649,78.0205277,30.2795303
5495259650,77.9567557,30.3235904
5495259654,77.9562373,30.321121
5495259656,77.9557201,30.3186493
5495259657,77.9555857,30.3179279
5495259658,77.9554805,30.3170695
5495259663,78.0339843,30.2572809
5495259667,78.0327602,30.2580038
5495259672,78.0832511,30.2819357
5495259678,78.0868077,30.2788713
5495259680,78.0883436,30.2785527
5495259685,78.0922437,30.2769002
5495259686,78.0837063,30.2808479
5495259692,78.0328459,30.2582053
5495259699,78.0326152,30.2653669
5495259707,78.0306029,30.2666014
5495259717,78.1001415,30.2481573
5495259720,78.0975057,30.2464157
5495404842,78.1018644,30.2520173
5495404843,78.1015806,30.2521947
5495404844,78.1016661,30.2522934
5495404845,78.1012118,30.2525669
5495404846,78.1012326,30.2513706
5495404848,78.1010878,30.2516254
5495404850,78.0964443,30.2536217
5495404852,78.1038237,30.2497163
5495404854,78.1033301,30.249985
5495404855,78.1027561,30.2501102
5495404856,78.1030028,30.2503463
5495404858,78.1028207,30.2504561
5495404862,78.1026488,30.2502909
5495404865,78.1023377,30.2507172
5495404872,78.1046508,30.2530629
5495404873,78.1041145,30.2534394
5495404883,78.1028946,30.2544646
5495404884,78.1022154,30.2542907
5495404885,78.1024252,30.2547659
5495404887,78.1035854,30.25403
5495404888,78.1032873,30.2542129
5495404890,78.1004333,30.2516718
5495404892,78.099972,30.2526217
5495404893,78.1002241,30.2531182
5495404895,78.0994946,30.2528164
5495404902,78.0999342,30.2515667
5495404906,78.099188,30.253488
5495409824,78.0692228,30.3115688
5495409826,78.0695236,30.3102059
5495409827,78.0689555,30.3104594
5495409828,78.0696979,30.3104282
5495409829,78.0691064,30.310694
5495409830,78.0694926,30.3108072
5495409831,78.0697722,30.3113029
5495409832,78.069832,30.310654
5495409833,78.0692564,30.3109199
5495409834,78.0688959,30.3103843
5495409835,78.0695263,30.3114019
5495409836,78.0700613,30.3111611
5495421590,78.0652116,30.3119457
5495421593,78.065397,30.3126847
5495421597,78.0650484,30.3129096
5495421598,78.0657614,30.3118372
5495421600,78.0650188,30.311968
5495421601,78.0650175,30.3114911
5495421611,78.0665124,30.3140574
5495421613,78.067005,30.3146482
5495460317,78.1031652,30.2502445
5495460318,78.1024665,30.2504658
5495460319,78.1028443,30.2504788
5495460320,78.0498181,30.2846098
5495460921,78.0499515,30.2859126
5495460922,78.0491017,30.2851102
5495460923,78.0484307,30.2841315
5495460926,78.0473444,30.2851819
5495460927,78.0473819,30.2855942
5495460928,78.0481578,30.2846266
5495460929,78.0478225,30.2844204
5495460930,78.048695,30.2845909
5495460931,78.0483241,30.2848304
5495460932,78.0484347,30.2849931
5495460935,78.047223,30.2859265
5495460936,78.046643,30.2845307
5495460943,78.0494245,30.2854259
5495460946,78.0478332,30.2865409
5495460947,78.0474168,30.2861564
5495484900,78.0328967,30.2774421
5495484901,78.0347152,30.2791747
5495484902,78.0357387,30.2784359
5495484903,78.036863,30.2796085
5495484904,78.0353951,30.2780837
5495484905,78.0339085,30.276625
5495484906,78.0333238,30.2755769
5495484907,78.0340675,30.2764791
5495484908,78.0335099,30.2758514
5495484913,78.0348185,30.275874
5495484915,78.0315536,30.2785453
5495484916,78.0301072,30.2802964
5495484917,78.0319089,30.278869
5495484918,78.0300911,30.2772806
5495484920,78.0308441,30.2780345
5495485621,78.0309132,30.2779992
5495485622,78.031463,30.2784694
5495485623,78.0325493,30.2794255
5495485624,77.9803066,30.277463
5495485626,77.9815122,30.2784289
5495485628,77.9820564,30.2775058
5495485630,77.9812239,30.2779552
5495485631,77.9807196,30.2782193
5495485634,77.9766655,30.2800932
5495485635,77.9771402,30.2792627
5495485636,77.9765663,30.2793855
5495485638,77.9759494,30.2793798
5495485640,77.9757683,30.278181
5495485641,77.9766319,30.2778503
5495485642,77.9763007,30.2780351
5495485643,77.9764683,30.2783652
5495485647,77.9763074,30.2774538
5495485648,77.9783862,30.277939
5495485650,77.9785927,30.2783756
5495485653,77.9793812,30.2774919
5495485656,77.9793986,30.2780386
5495485658,77.978767,30.2784173
5495485659,77.9786516,30.2784996
5495485662,77.9783231,30.2788794
5495485666,77.9774863,30.2792026
5495485675,77.9790332,30.2766882
5495526394,77.9622384,30.3339349
5495526413,77.962068,30.3326764
5495526419,77.9618252,30.3311908
5500043680,78.1095757,30.2512713
5500043683,78.1078004,30.2528485
5500045386,78.110435,30.2548832
5500045388,78.1086098,30.2533939
5500045390,78.1079728,30.2532826
5507968399,78.0689751,30.3130309
5507968400,78.0694263,30.3136689
5507968407,78.0606468,30.3175518
5507969167,78.0704328,30.3008918
5507969184,78.0732238,30.2988186
5507969185,78.0750772,30.3021877
5507969204,78.101133,30.253704
5507969210,78.0982198,30.253859
5507969215,78.0965284,30.2551633
5507969216,78.099098,30.2544082
5507969218,78.0987238,30.2536737
5530278177,78.0482215,30.2820249
5530278182,78.0474088,30.2807301
5530278194,78.0458494,30.2792823
5530278195,78.0450739,30.2781231
5530278198,78.0456211,30.2793983
5530278202,78.0453988,30.2779289
5530278203,78.045723,30.2777548
5530280894,77.9765964,30.2795291
5530313394,78.0296837,30.2524122
5530313403,78.030093,30.2550496
5530313405,78.0303278,30.2556599
5530314796,78.1133078,30.1738111
5530346938,78.0300835,30.2561919
5587376669,77.9946962,30.2896474
5587376674,77.9925897,30.2891725
5587376682,77.9889983,30.2866804
5587376688,77.986524,30.2855153
5587387475,78.063405,30.3137792
5587387482,78.0633947,30.3139177
5587387484,78.0633813,30.3149249
5587387485,78.0633867,30.3153857
5587387489,78.0633301,30.3171461
5587387495,78.0614285,30.3179563
5587387496,78.0613433,30.3174935
5587387497,78.0606913,30.3175506
5587389917,78.0612762,30.3204212
5587390721,78.0614164,30.3186995
5587395696,77.9860908,30.2935046
5587395704,77.988486,30.2959213
5587395711,77.9897232,30.2975517
5587395727,77.984065,30.3077711
5587395728,77.983894,30.3073624
5587395732,77.9831618,30.3057206
5587397343,78.0508313,30.2840759
5587397344,78.0511357,30.2839369
5587397349,78.0499716,30.2829271
5587397350,78.0501587,30.2843683
5587397351,78.0514912,30.2837872
5587397352,78.0510767,30.2839653
5587397353,78.0505801,30.2841882
5587397356,78.0497704,30.2831465
5587397358,78.0491602,30.2829236
5587397359,78.0487475,30.282685
5587398831,78.0556714,30.2761797
5587398838,78.0577916,30.2777687
5587433080,78.0683032,30.3119842
5587433081,78.0703058,30.3132356
5616474826,77.9971241,30.257346
5616474831,77.9963701,30.2579561
5616474835,77.9978699,30.2567514
5616474837,77.9986356,30.256125
5616474838,78.000077,30.2575087
5616474839,77.9995433,30.2579556
5616474840,77.9992913,30.2581272
5616474849,78.0007985,30.261234
5616474855,78.0003995,30.2585143
5616474856,78.0006759,30.2587531
5616474857,78.0010966,30.2591373
5616474860,78.0022891,30.2602813
5616474870,77.9979201,30.2640929
5616474873,77.9984235,30.263958
5616474877,78.00062,30.2659375
5616477870,78.0041994,30.2917304
5616477872,78.0038989,30.2921869
5616477873,78.0037367,30.29204
5616482678,77.9938035,30.2950447
5616482680,77.9950225,30.2942527
5616482681,77.9949099,30.2945885
5616482683,77.994466,30.2946267
5616482684,77.9942152,30.2943638
5616482688,77.9933032,30.2940558
5616482689,77.9930129,30.2942411
5616482690,77.9916882,30.292986
5616482693,77.9935312,30.2916658
5616482695,77.9932174,30.2922297
5616482698,77.9953256,30.2934028
5616482700,77.9946685,30.2939053
5616482701,77.9943573,30.2936343
5616482702,77.9942232,30.2933483
5616482706,77.9933837,30.2924602
5616484121,78.0643281,30.3120491
5616484125,78.0640492,30.3131976
5616484126,78.0642925,30.3132318
5616484129,78.0642594,30.3139192
5616484130,78.064371,30.3142459
5616484131,78.0634403,30.3145301
5616484132,78.0636147,30.3145197
5616484134,78.0637012,30.3148132
5616484135,78.0637427,30.3146317
5616484137,78.064363,30.3139246
5616484145,78.0646393,30.3139163
5616484147,78.0641417,30.31392
5616489690,78.0866984,30.299514
5616489699,78.0862542,30.3029414
5616489708,78.0884036,30.3047132
5616489709,78.093949,30.3014499
5616489716,78.086497,30.3044131
5616501519,78.0044047,30.2864739
5616501520,78.0048609,30.2862842
5616501823,78.0058505,30.2856894
5616501824,78.0060575,30.2858885
5616501825,78.0064542,30.2855628
5616501826,78.0078022,30.2868136
5616501827,78.0074133,30.2863976
5616501828,78.0069958,30.286027
5616503121,78.0248164,30.3074515
5616503122,78.0241137,30.3077939
5616503126,78.0223671,30.3035219
5616503128,78.023065,30.3043358
5616503129,78.023521,30.3048823
5616503130,78.0238928,30.305325
5616543387,78.0661593,30.2820027
5616543394,78.0603102,30.2706411
5616543396,78.0610341,30.2706232
5616543405,78.0645931,30.277668
5617332238,78.0948935,30.3090114
5739062092,78.0462366,30.2976964
5739062094,78.0451611,30.297884
5739062095,78.0460757,30.2990165
5739062096,78.0451077,30.2998257
5739062097,78.0472156,30.2987545
5739062098,78.0461751,30.2994351
5739062100,78.0464523,30.2991707
5739062107,78.0458566,30.2979443
5739062117,78.0428943,30.2966501
5739062124,78.0424399,30.2962693
5739062128,78.0443537,30.2956353
5739062131,78.0437663,30.2951501
5739062132,78.0435705,30.2948931
5739062135,78.0492454,30.296381
5739062145,78.0614131,30.3130383
5739062147,78.0626727,30.3132819
5739062148,78.0629153,30.3141028
5739062149,78.0626115,30.3140705
5739062150,78.0626234,30.3136826
5739062151,78.0628851,30.314478
5739062152,78.0625824,30.3144604
5739062153,78.0620876,30.3144315
5739062154,78.0621198,30.3135957
5739062155,78.0620751,30.3148555
5739062156,78.0620429,30.3153
5739062157,78.0630487,30.3153533
5739062159,78.0620249,30.3157566
5739062167,78.061882,30.3186435
5739062200,78.0623057,30.3184305
5739062201,78.0625445,30.3189074
5739062202,78.0624897,30.319398
5739062209,78.0627437,30.319284
5739062210,78.0633589,30.3190191
5743390139,78.1152191,30.2964381
5743399236,78.0729245,30.309173
5743399239,78.0711597,30.3077399
5743399244,78.0700976,30.3059463
5743399249,78.068279,30.303809
5743399250,78.0679411,30.3041042
5743399251,78.0664718,30.3037582
5743399252,78.0671998,30.3032717
5743408112,78.1053675,30.251093
5743408113,78.10424,30.2517881
5743408114,78.1032738,30.2524472
5743408115,78.1033382,30.2524056
5743408116,78.102638,30.2528072
5743408117,78.1027558,30.2527374
5743408118,78.1022926,30.2530253
5743408119,78.1021271,30.2531409
5743408120,78.101835,30.2533608
5743408921,78.101473,30.2535478
5743408922,78.1006257,30.2539556
5743408923,78.0995855,30.2542395
5743408924,78.0957366,30.2549393
5743408925,78.0951889,30.254782
5743408926,78.0997118,30.2532914
5907687512,78.0108832,30.2889273
5907687516,78.012247,30.2910412
5907687518,78.0162248,30.2888237
5907687544,78.0119727,30.286296
5907687549,78.0106759,30.2872674
5907687552,78.0099997,30.2875637
5907687556,78.0087608,30.2878882
5907687557,78.0097593,30.2889639
5907687558,78.0093833,30.2874212
5907687560,78.0086824,30.2864898
5907687561,78.0094596,30.2869862
5907687565,78.0109399,30.2857842
5907687574,78.0123538,30.2840832
5907687584,78.011238,30.2855435
5907687987,78.0103206,30.2836052
5907687993,78.008944,30.2823311
5907687995,78.0095871,30.2818919
5907688008,78.0066228,30.2842598
5907688014,78.0062953,30.2828543
5907688016,78.0052721,30.2819865
5907688026,78.0087458,30.2805065
5907688031,78.0076483,30.278861
5907688032,78.0123054,30.2784941
5907688034,78.0116436,30.2770235
5907688044,78.01074,30.2784639
5907688048,78.0099415,30.2737957
5907688050,78.0108795,30.2724393
5907688052,77.9918758,30.286015
5907688054,77.9771218,30.2720359
5907688055,77.9781483,30.2727635
5907688057,77.9768843,30.2739461
5907688060,77.9786687,30.2724147
5907688062,77.9798692,30.27331
5907689790,78.0176964,30.2888581
5907689792,78.016642,30.2889191
5918059317,77.9993947,30.287601
5918059318,77.998344,30.2855473
5918059320,77.9992655,30.2865454
5918059321,77.9987752,30.2868962
5918059326,78.0002488,30.2891413
5918065112,78.0015595,30.3154048
5918065113,78.0009095,30.31479
5918065115,77.9989416,30.3128977
5918065117,77.9993923,30.312572
5918065118,77.9984833,30.3132163
5918065119,77.9979947,30.3126632
5918065120,77.9989258,30.3137047
5918065121,77.9998451,30.3137927
5918065122,77.9994053,30.3133713
5918065123,77.998265,30.3141643
5918065127,78.0002711,30.3134437
5918071990,77.9507711,30.3222648
5918071993,77.9463821,30.3223208
5918071998,77.9410604,30.3210524
5918072000,77.9396246,30.3208488
5920754124,78.0305749,30.2595543
5920754129,78.0298222,30.2604743
5920754131,78.0295027,30.2607456
5920754132,78.0300703,30.2602621
5920754133,78.0306508,30.2631407
5920754135,78.0296867,30.2610184
5920754140,78.0296899,30.2628386
5920754143,78.0314107,30.2630871
5920778386,78.0306698,30.2604366
5920778389,78.0303425,30.2608385
5920778395,78.0317646,30.2612819
5920778398,78.0320321,30.2628802
5920778399,78.0321332,30.2633714
5920778400,78.0322037,30.2636499
5920778404,78.0320765,30.265277
5920778405,78.0367457,30.2710453
5920778423,78.036263,30.2703595
5920778424,78.0359152,30.2705883
5920778426,78.0344096,30.2717612
5920778427,78.0354077,30.2713679
5920778431,78.0335167,30.2704252
5920778434,78.0342063,30.2713087
5920778435,78.0340594,30.2714726
5920778438,78.0347172,30.2694644
5920778439,78.0347481,30.2704072
5920778440,78.0341678,30.2699405
5920778441,78.0348478,30.2693424
5920778444,78.0325496,30.2692005
5920778445,78.0330786,30.2695802
5920778446,78.0327819,30.2698665
5920792047,78.0359469,30.2687243
5920792048,78.0353706,30.2691175
5920792049,78.0346535,30.268097
5920792064,78.0330637,30.2689542
5920792067,78.0341202,30.2685126
5920792068,78.0329494,30.267469
5920792073,78.0354404,30.2681924
5920930714,78.0475849,30.2707182
5920930716,78.0478451,30.2714131
5920930719,78.048487,30.2733787
5920930721,78.0495036,30.2750007
5920930723,78.0500854,30.2758105
5920930724,78.050209,30.2760222
5920930725,78.0505952,30.2766442
5920964215,78.0459791,30.2766192
5920964217,78.0459496,30.2755126
5920964219,78.0457778,30.2757028
5921064934,78.0499653,30.2703747
5921150488,78.0347107,30.2594002
5921150503,78.0376924,30.2603564
5921150504,78.0383646,30.2607594
5921150505,78.039466,30.2616537
5921150507,78.0417572,30.2630664
5921287841,78.0287653,30.2587799
5921287865,78.0281156,30.2594483
5921287866,78.031423,30.2606463
5921287867,78.0317179,30.260582
5921287875,78.0317929,30.2614644
5921287884,78.0334477,30.2605041
5921288485,78.0327716,30.2605045
5921288489,78.0337167,30.2600522
5921382433,78.0141419,30.2707354
5921428530,78.0196653,30.2650667
5921428540,78.0207479,30.2658545
5921428554,78.0239856,30.2656478
5921428606,78.0198778,30.2645409
5921428609,78.02244,30.2617949
5921428611,78.0223799,30.2615479
5921428617,78.0233223,30.2605744
5921428618,78.0215877,30.260111
5951911939,77.9926425,30.2854982
5954089266,78.2519671,30.0750444
5966278196,78.0294675,30.320674
5966278209,78.0274541,30.3200431
5966278220,78.0235105,30.3210409
5966278229,78.0232142,30.3210948
5966278230,78.0203867,30.3216871
5987754924,78.032721,30.2901091
5987754925,78.0339098,30.291142
5987754929,78.0331639,30.2917865
5987754930,78.0337054,30.29236
5987754931,78.0327914,30.2928758
5987754932,78.0332571,30.2924613
5987754933,78.0330616,30.2931358
5987754934,78.0320892,30.2922698
5987754935,78.0308381,30.2918337
5987754937,78.0301007,30.2924363
5987754938,78.0301863,30.2919251
5987754939,78.0305571,30.2916136
5987754940,78.0303308,30.2918047
5987754942,78.0302493,30.2913907
5987754943,78.0300522,30.2912547
5987754944,78.0309967,30.2919541
5987754945,78.0306161,30.2916542
5987754946,78.030594,30.2906675
5987754947,78.0308636,30.2897162
5987754948,78.0311606,30.2902142
5987754949,78.0316796,30.2904394
5987754951,78.0318469,30.2900034
5987754952,78.0316689,30.2898373
5987754953,78.0322446,30.2902973
5987754954,78.0314489,30.289751
5987754955,78.030712,30.2889537
5987754958,78.0312719,30.2895367
5987754959,78.0317951,30.2891102
5987754960,78.0322114,30.2885484
5987754962,78.031718,30.289032
5987754963,78.0307549,30.2880167
5987754967,78.031518,30.2888205
5987754968,78.0331877,30.2886399
5987754969,78.0319862,30.2894283
5987754972,78.0327391,30.2886462
5987754976,78.0322148,30.2896686
5987754977,78.0344825,30.2898315
5987754979,78.0335075,30.2908007
5987754980,78.0343813,30.2891482
5987754981,78.0352011,30.2899331
5987754984,78.0355453,30.2896478
5987755085,78.0365411,30.288846
5987755088,78.0348513,30.2902145
5987755089,78.035017,30.2904053
5987755091,78.0338287,30.2891899
5987755092,78.0345576,30.2887278
5987765273,78.0290043,30.285111
5987765274,78.0285542,30.2854697
5987765275,78.0281773,30.2863226
5987765276,78.0288741,30.2857713
5987765278,78.0289793,30.2867777
5987765279,78.0294447,30.2863509
5987765282,78.0323857,30.2866318
5987765283,78.031848,30.2861686
5987768685,78.0316112,30.2863724
5987768686,78.0321698,30.2868333
5987768687,78.0314147,30.2862021
5987768688,78.0311975,30.2851992
5987768689,78.0303687,30.2858814
5987768690,78.0307493,30.2855759
5987768691,78.0300227,30.2862508
5987768692,78.0296525,30.2865345
5987768693,78.0303427,30.2851616
5987768695,78.0309688,30.2858061
5987768697,78.0298821,30.2867475
5987768698,78.029163,30.2860921
5987768699,78.0299493,30.2868176
5987768701,78.0278273,30.2856324
5987768711,78.0261469,30.2839462
5987768713,78.0276784,30.2827192
5987768717,78.0284925,30.2843017
5987768718,78.0277408,30.2837001
5987768719,78.0272419,30.284069
5987768720,78.0281505,30.2840429
5987768721,78.0275762,30.2845522
5987768722,78.0277294,30.2840898
5987768725,78.027022,30.28352
5987768729,78.0273673,30.2843579
5987768733,78.0290169,30.2844615
5987768734,78.028641,30.2848235
5987768735,78.0292394,30.2846468
5987768736,78.0288507,30.2849916
5987768737,78.029694,30.28567
5987768738,78.0282672,30.2845096
5987768739,78.027958,30.2847777
5987768740,78.0290504,30.2838043
5987768741,78.0222429,30.2853261
5987768744,78.0216394,30.2847615
5987768745,78.0213618,30.2850418
5987768746,78.0212384,30.2865912
5987768747,78.0217729,30.2862757
5987768748,78.0217581,30.2856688
5987768751,78.0214259,30.2858837
5987768753,78.0218527,30.285608
5987768755,78.0225733,30.2851004
5987768756,78.0231026,30.2846086
5987768757,78.0225326,30.2849618
5987768758,78.024213,30.2873579
5987768760,78.0232967,30.2872421
5987768764,78.0277133,30.2867024
5987768765,78.0271413,30.2871934
5987768766,78.0276483,30.2853342
5987768767,78.0273133,30.2856295
5987768768,78.0267477,30.2846526
5987768769,78.0264326,30.2848897
5987768770,78.0262944,30.2850047
5987768778,78.0267109,30.285113
5987768779,78.0240521,30.2836995
5987768782,78.0236531,30.2843226
5987768783,78.0241989,30.2839335
5987768784,78.023401,30.2844847
5987768985,78.0232447,30.2843156
5987768990,78.0227106,30.2854175
5987768991,78.0240574,30.285659
5987768993,78.0228059,30.2855769
5987768997,78.0234593,30.2854378
5987768998,78.0248205,30.2845223
5987768999,78.0243753,30.2848055
5987769002,78.025707,30.2848993
5987769003,78.0252758,30.2846804
5987769009,78.0246207,30.2857632
5987769014,78.0268322,30.285787
5987769015,78.0273686,30.2861269
5987769016,78.0271889,30.2855079
5987769021,78.0263923,30.2865145
5987769028,78.0259308,30.2881654
5987769030,78.0248433,30.2871877
5987769031,78.0235823,30.2877601
5987769032,78.0318037,30.2885101
5987769034,78.0331689,30.2913681
5987797497,78.0307838,30.28482
5987797498,78.0279406,30.2829213
5987797499,78.029221,30.2831375
5987797501,78.0296251,30.282287
5987797502,78.0293738,30.2840697
5987797503,78.0305421,30.2831495
5987797504,78.0299356,30.2825667
5987797505,78.0287231,30.2835426
5987797506,78.0302389,30.2828562
5987797508,78.0309936,30.2835783
5987797509,78.0308336,30.2834251
5987797510,78.0296767,30.2843145
5987797511,78.0316023,30.2841648
5987797512,78.029151,30.2819172
5987797513,78.0300804,30.2826862
5987797514,78.0314507,30.2816251
5987797515,78.0303888,30.2829989
5987797516,78.0317318,30.2818943
5987797518,78.0320378,30.2821909
5987797519,78.0317628,30.2829711
5987797524,78.0323415,30.2824745
5987797525,78.0320823,30.282694
5987797526,78.0316042,30.2830889
5987797527,78.0322169,30.2836789
5987797529,78.0323522,30.2845229
5987797532,78.0334774,30.2843689
5987797533,78.0339461,30.2840319
5987797534,78.0346924,30.2849977
5987797535,78.033983,30.2844129
5987797536,78.0343947,30.2851564
5987797537,78.0340721,30.285417
5987797538,78.0344309,30.285831
5987797540,78.0334908,30.2860585
5987797543,78.0337396,30.2858478
5987797544,78.0329852,30.285128
5987797546,78.0333795,30.284857
5987797547,78.0342686,30.2841848
5987797555,78.0324749,30.2857566
5987797556,78.0330589,30.2858547
5987797557,78.0325426,30.2862878
5987797558,78.03279,30.2860637
5987797559,78.0326425,30.2853402
5987797560,78.0324192,30.2850336
5987797563,78.0325989,30.2843897
5987797564,78.0335551,30.2836295
5987797565,78.0328631,30.2836926
5987797566,78.0332721,30.2833649
5987806144,78.0379875,30.2816172
5987806145,78.0368569,30.2822623
5987806146,78.0377649,30.2836845
5987806147,78.0373283,30.2832467
5987806148,78.038654,30.2841315
5987806152,78.0376174,30.2830423
5987806154,78.0365015,30.2825808
5987806155,78.0385776,30.2823017
5987806156,78.0380626,30.2820446
5987806157,78.0383134,30.2824198
5987806158,78.0376428,30.2822148
5987806159,78.0378866,30.2826309
5987806160,78.0373377,30.2824007
5987806161,78.0374658,30.2828726
5987806163,78.0389806,30.2821471
5987806164,78.0352932,30.2837285
5987806166,78.0357599,30.2841842
5987806167,78.0374927,30.2841771
5987806170,78.0360898,30.282978
5987806171,78.035709,30.283359
5987806173,78.0365143,30.284179
5987806174,78.038469,30.2847847
5987806175,78.037895,30.2841465
5987806176,78.0369455,30.2844812
5987806177,78.0366544,30.2847343
5987806178,78.0364486,30.2844743
5987806180,78.0373532,30.2862277
5987806182,78.0362689,30.2851578
5987806183,78.0363607,30.2857065
5987806185,78.0360368,30.2855015
5987806186,78.0356815,30.2857557
5987806187,78.0350706,30.2857389
5987806189,78.0347174,30.2857069
5987806190,78.0353656,30.285769
5987806191,78.0350686,30.2860267
5987806192,78.0364345,30.2868182
5987806193,78.0355665,30.2860924
5987806194,78.035951,30.2868929
5987806195,78.0345717,30.2855964
5987806196,78.0353335,30.2862705
5987806197,78.0357438,30.2859323
5987806205,78.0362588,30.2841894
5987806206,78.0352154,30.2851205
5987806210,78.0354454,30.2841911
5987844520,78.1011218,30.2984047
5987844521,78.1003556,30.2975019
5987844522,78.1008303,30.297363
5987844524,78.1014062,30.2981049
5987844525,78.1009886,30.2971916
5987844527,78.10158,30.2978978
5987844528,78.1017745,30.2963278
5987844532,78.1017951,30.2976459
5987844534,78.1053646,30.2930104
5987844538,78.1060426,30.2938235
5987844539,78.104416,30.2943947
5987844540,78.1041048,30.2946621
5987844542,78.1045257,30.2951346
5987844543,78.1043226,30.294035
5987844547,78.1053102,30.2945068
5987844548,78.1054893,30.2943636
5987844549,78.1044379,30.2932224
5987844550,78.1037834,30.2938706
5987844551,78.1030163,30.2933865
5987844552,78.1040174,30.2927735
5987844553,78.1033195,30.2931904
5987844557,78.1039427,30.2932091
5987844563,78.1040544,30.2924601
5987844565,78.1044959,30.2919163
5987844566,78.1050414,30.2917908
5987844567,78.1045597,30.2920312
5987844570,78.1039552,30.2915055
5987844571,78.1058088,30.2915279
5987844575,78.1048364,30.2914017
5987844576,78.1057828,30.2920585
5987844581,78.1043287,30.2910816
5987844582,78.1044234,30.2902683
