osmid,x,y
1022983696,78.2976232,30.1055403
1022983709,78.2769105,30.0924922
1022983718,78.2888498,30.1073513
1022983725,78.2781598,30.0806991
1022983772,78.2874084,30.1132502
1022983779,78.2713919,30.0832465
1022983788,78.2983041,30.1080607
1022983805,78.2934721,30.1097556
1022983818,78.2903631,30.112069
1022983860,78.2880411,30.1115715
1022983882,78.2963565,30.1099061
1022983972,78.2887392,30.0813545
1022984001,78.2952482,30.1070855
1022984064,78.2954661,30.1069708
1022984083,78.2751377,30.0834825
1022984103,78.2967185,30.1087295
1022984118,78.2844964,30.1149368
1022984170,78.2948816,30.1062684
1022984199,78.279042,30.07954
1022984254,78.291363,30.1111822
1022984261,78.2729297,30.0817418
1022984344,78.2940879,30.1093407
1022984352,78.2699447,30.074484
1022984456,78.2763328,30.0920283
1022984470,78.2992434,30.1071925
1022984476,78.2749319,30.0937863
1022984482,78.2907722,30.11275
1022984553,78.2977106,30.1095039
1022984561,78.2873744,30.0978318
1022984609,78.2698383,30.0750586
1022984615,78.2826533,30.0807577
1022984641,78.2919196,30.10581
1022984731,78.2841815,30.1132689
1022984814,78.2965548,30.1074971
1022984823,78.2762774,30.0925363
1022984836,78.3014825,30.1039496
1022984896,78.2946742,30.1108603
1022984903,78.2957352,30.1067926
1022984926,78.2859564,30.1116057
1022984940,78.2951516,30.1080506
1022984992,78.2890361,30.1106648
1022985019,78.2743397,30.0784806
1022985100,78.2979398,30.1084721
1022985109,78.2855881,30.0978557
1022985123,78.293828,30.1118615
1022985189,78.295676,30.1097188
1022985191,78.2932305,30.1083709
1022985237,78.3001507,30.1065675
1022985252,78.277644,30.0749666
1022985298,78.2878071,30.0984667
1022985305,78.2775349,30.0928466
1022985372,78.2845056,30.1136766
1022985376,78.2799921,30.0785126
1022985440,78.2960518,30.1047909
1022985446,78.2762848,30.0923062
1022985456,78.271219,30.0757939
1022985476,78.3040242,30.1032201
1022985521,78.292953,30.1101204
1022985571,78.2970214,30.1101155
1022985598,78.2970275,30.1119061
1022985643,78.2964916,30.1045247
1022985651,78.2721517,30.0805359
1022985715,78.2912166,30.1134025
1022985758,78.2941177,30.111517
1022985819,78.2703389,30.0765194
1022985891,78.2795316,30.0791272
1022985968,78.2742006,30.0792319
1022986027,78.2873704,30.1149196
1022986031,78.3035786,30.1059577
1022986063,78.2947608,30.1107564
1022986089,78.2951186,30.1111572
1022986093,78.2737341,30.0818708
1022986122,78.2841577,30.0821488
1022986127,78.2928556,30.1101803
1022986142,78.2732064,30.0814308
1022986187,78.2874874,30.1111505
1022986194,78.2933013,30.1126923
1022986266,78.2871736,30.1020277
1022986279,78.2708406,30.0760925
1022986293,78.2882803,30.1146475
1022986299,78.298658,30.1077357
1022986312,78.2973615,30.1080628
1022986344,78.2862158,30.1119073
1022986376,78.2607221,30.0720871
1022986383,78.2920655,30.1074776
1022986431,78.2946591,30.10894
1022986519,78.293178,30.1094132
1022986618,78.2773859,30.0930246
1022986634,78.2917749,30.1147921
1022986683,78.2742674,30.0796309
1022986709,78.2912025,30.1110595
1022986713,78.300131,30.105125
1022986722,78.2891321,30.1071594
1022986772,78.2928882,30.1021667
1022986783,78.271316,30.0757332
1022986832,78.2925361,30.1075293
1022986839,78.2926099,30.1087807
1022986863,78.2744698,30.0926796
1022986887,78.2902435,30.1118518
1022986892,78.2916238,30.1114259
1022986903,78.2972638,30.109156
1022986914,78.2909957,30.1082642
1022986919,78.284875,30.0990028
1022987049,78.2774833,30.0751302
1022987076,78.2944637,30.1058018
1022987109,78.2780827,30.0923007
1022987134,78.2932791,30.107302
1022987138,78.2915046,30.1052991
1022987141,78.2867305,30.0995898
1022987146,78.2898671,30.1072253
1022987198,78.2866153,30.1123439
1022987216,78.2943913,30.1086031
1022987226,78.26707,30.0866706
1022987260,78.2952052,30.1102202
1022987343,78.260847,30.0718461
1022987361,78.2856954,30.0975442
1022987382,78.2925185,30.1121687
1022987434,78.297926,30.1092977
1022987556,78.2606235,30.0830151
1022987570,78.3047261,30.1038545
1022987613,78.2897385,30.1071983
1022987635,78.2925831,30.110374
1022987719,78.2878334,30.1130067
1044504352,78.007865,30.3099805
1044504420,78.0109037,30.305626
1044504434,78.0120426,30.3046512
1044504545,78.0067931,30.3083591
1044504644,78.0076738,30.3081279
1044532385,78.0003139,30.2986568
1044532489,77.99979,30.2924123
1044532507,78.0040147,30.3042295
1044532525,77.9974537,30.294051
1044532627,78.0060524,30.3072566
1044532650,77.9978064,30.2946216
1044532701,78.0063939,30.3077667
1171657847,78.050977,30.3221275
1171698790,78.0609487,30.324283
1171698811,78.0759604,30.3204958
1171698817,78.0794139,30.3196359
1171698820,78.0811308,30.31701
1171698826,78.0848819,30.3147409
1171698831,78.0885298,30.312469
1171698832,78.0904932,30.311577
1171698844,78.0971918,30.3085476
1171698845,78.0977458,30.3081075
1171698846,78.097899,30.3077607
1172124959,78.0983833,30.3062091
1172124960,78.0967282,30.3044091
1172124962,78.0961854,30.3037589
1172124969,78.0892596,30.2653074
1172124974,78.0945951,30.2864644
1172124977,78.092174,30.2766218
1172124978,78.0912495,30.2730943
1172124982,78.0888225,30.2632591
1172191876,78.0388437,30.3153946
1172191878,78.0395016,30.3161586
1172191883,78.0404875,30.3173233
1172191945,78.0409897,30.3207409
1172192004,78.045855,30.3197146
1172218187,78.0550657,30.3001207
1172218217,78.0580141,30.3055519
1172218292,78.0517735,30.3085739
1172218295,78.0549565,30.3070285
1177196423,77.9889999,30.2752512
1177196475,77.9945411,30.2720437
1177215604,78.0001631,30.2616911
1177215623,77.9990721,30.2625499
1177215628,78.0015272,30.2651333
1177235888,77.9984933,30.2600313
1177235894,77.9989694,30.2605062
1177235911,77.9980801,30.2612183
1186120055,78.2917223,30.1055972
1189493240,78.0482265,30.3050558
1189493305,78.0459901,30.3071469
1189493309,78.0418462,30.3082349
1189493366,78.0371123,30.3094534
1189493425,78.0362768,30.3127006
1203988137,78.0348985,30.288239
1217127861,78.0388788,30.3217299
1217127862,78.0381516,30.3210674
1217127863,78.0374259,30.3203474
1217127867,78.0362048,30.319598
1217127868,78.0359489,30.3194683
1217127871,78.0346219,30.3184861
1244434947,78.0332449,30.316831
1244434958,78.0334959,30.3163788
1293066736,77.9809088,30.3105753
1293066754,77.9327529,30.2977197
1293066756,77.9638215,30.3082664
1293066802,77.9912487,30.2822485
1293066803,77.9530819,30.3002741
1293066817,77.950721,30.299181
1293066838,77.9912513,30.2821123
1293066840,77.9890291,30.3047584
1293066848,77.9741962,30.3139884
1293066891,77.9921158,30.2815646
1293066912,77.983538,30.3083228
1293066952,77.9956077,30.3009524
1293066959,77.9846089,30.3072217
1336807889,78.1267722,30.1522459
1336807983,78.1247274,30.1705233
1336808019,78.1242239,30.1758262
1336808064,78.1683089,30.1852229
1336808075,78.1740764,30.1861897
1336808153,78.1796307,30.188758
1477962782,78.2924832,30.1042195
1477962804,78.2960474,30.109372
1556486225,78.1949211,30.1893837
1697804011,78.0504182,30.3188727
1697804034,78.049908,30.3199573
1697805124,78.0491707,30.3185858
1697805639,78.0492489,30.3201262
1697805640,78.0503585,30.3185269
1697805641,78.048911,30.3192985
1697822634,78.0556629,30.323282
1697826475,78.0555953,30.3246916
1697826476,78.0559416,30.3188134
1697827697,78.0518844,30.3113228
1697827698,78.0534623,30.3139387
1697827710,78.0542777,30.3152794
1847251638,78.1198593,30.1506508
1854125715,78.0456079,30.2948511
1854125745,78.044468,30.2941957
1883467749,78.0658697,30.2862488
1883467752,78.0706886,30.2920556
1883467753,78.0714228,30.2924551
1883467754,78.0751986,30.2933622
1883467759,78.0744336,30.2953409
1883467761,78.0700353,30.2979803
1883467763,78.0745796,30.2985854
1883467764,78.0746179,30.2993693
1883467765,78.0640955,30.2997756
1883467768,78.113087,30.3020611
1883467776,78.0992288,30.3078067
1883467797,78.049494,30.3129405
1883467813,78.0766998,30.3160653
1883467818,78.0809967,30.3168259
2113545910,78.2470118,30.07401
2113545912,78.2520827,30.0779604
2113545924,78.2901903,30.1010665
2113545926,78.288842,30.1017801
2265739362,78.2913085,30.1050253
2355368178,78.098718,30.3064618
2355368230,78.1042636,30.320366
2355368234,78.1071205,30.3267018
2355368240,78.1084218,30.3295672
2355368242,78.1087749,30.3303203
2355368250,78.1097095,30.3322784
2355368290,78.1110276,30.3368559
2355368294,78.1110246,30.337373
2355368346,78.1144932,30.3414142
2355368377,78.1328827,30.3429495
2355568939,78.0431355,30.3046094
2355568953,78.0454586,30.3066549
2355568956,78.0411304,30.3075649
2355568957,78.0466706,30.3078886
2355568959,78.0346668,30.3081616
2355568961,78.0353841,30.3083498
2355568970,78.0384913,30.316588
2355568972,78.0371059,30.3169749
2355568973,78.0355985,30.3167304
2355568974,78.0277928,30.3171901
2355568975,78.0361176,30.3173554
2355568977,78.0289731,30.3175806
2355568978,78.0357009,30.317573
2355568979,78.029003,30.3176806
2355568982,78.0343055,30.3179918
2355568987,78.0338929,30.3187931
2355568992,78.0323348,30.3193387
2355568993,78.034065,30.3193858
2355568994,78.0324454,30.3193998
2355568999,78.0380968,30.320101
2355569004,78.0325159,30.3206931
2355578593,78.0079876,30.2702282
2355578594,78.0077576,30.2710331
2355578595,78.0074218,30.2727537
2355578597,78.0008344,30.2814469
2355578598,77.9975413,30.2847475
2355578599,77.9964986,30.2857653
2355578608,78.0221599,30.3213004
2355578644,78.0515546,30.3243166
2356412512,78.2208949,30.0278219
2356412530,78.2237204,30.0335394
2356412534,78.2230557,30.0250581
2356412536,78.2262495,30.0173367
2356412542,78.2173455,30.0341547
2356412553,78.2157261,30.0350629
2356412558,78.2296884,30.031387
2356412559,78.2199992,30.0286589
2356412560,78.2233588,30.0244486
2356412561,78.217907,30.0337631
2356412571,78.2238497,30.0172819
2356412573,78.2255288,30.0196346
2356412575,78.2302747,30.0216458
2356412581,78.231088,30.0288077
2356412582,78.2258467,30.0183334
2356412583,78.2201372,30.0285438
2356412584,78.224766,30.0219737
2356412586,78.2181974,30.0307298
2356412600,78.2130996,30.0344281
2356412601,78.2138394,30.0344347
2356412607,78.2306128,30.02998
2356412614,78.2241877,30.0170265
2356412617,78.2265004,30.0338626
2356412628,78.2251506,30.0209212
2356412630,78.2203407,30.0283559
2356412632,78.2269582,30.033728
2356412633,78.2233025,30.0335045
2356412639,78.2318764,30.0253285
2356412646,78.2239634,30.023518
2356412648,78.2259362,30.0180943
2356412657,78.2126302,30.0340621
2356412661,78.2257219,30.0188375
2356412665,78.2234527,30.0159558
2356412666,78.2116686,30.0341565
2356412669,78.2203498,30.0331326
2356412671,78.2244531,30.0335974
2356412675,78.2163888,30.0346663
2356412676,78.2246263,30.0222756
2356412677,78.2248336,30.021792
2356412681,78.2289797,30.0200605
2356412682,78.2206998,30.0279945
2356412689,78.2254049,30.0329316
2356412695,78.2117835,30.0342745
2356412700,78.2258593,30.0327934
2356412702,78.2232499,30.024634
2356412704,78.2164729,30.0324965
2356412711,78.2148479,30.0355333
2356412716,78.2315352,30.024415
2356412717,78.2247896,30.0331764
2356412723,78.2157424,30.0329283
2356412725,78.2123377,30.0347546
2356412726,78.2194103,30.0330407
2356412727,78.2099196,30.034811
2356412732,78.2186198,30.0300875
2356412733,78.2252686,30.020538
2356425747,78.2180272,30.0332665
2356425761,78.2216941,30.0283648
2356425767,78.220008,30.0313337
2356425779,78.2204687,30.0328955
2356425786,78.2212863,30.0300756
2356425789,78.2189452,30.0330233
2356425797,78.2141786,30.036068
2356425813,78.2139087,30.0362413
2356425833,78.2215207,30.0301592
2356425849,78.2143758,30.0359118
2356425867,78.2218615,30.0284561
2356425877,78.22069,30.0325629
2356425882,78.2224029,30.0285295
2356425887,78.2203476,30.0310416
2356425888,78.2216284,30.0295014
2356425892,78.2221391,30.0288809
2356425900,78.2158043,30.0369597
2356425903,78.2196015,30.0317101
2356440233,78.2134614,30.0289674
2356440242,78.2226454,30.0253916
2356440251,78.2190297,30.0264251
2356440267,78.2198233,30.0271717
2356440276,78.2141446,30.0286571
2356440283,78.2146886,30.0284101
2356440293,78.2138223,30.0281798
2356440301,78.214378,30.0279094
2356440307,78.2171253,30.0272751
2356440311,78.2111869,30.0300431
2356447963,78.2252907,30.0255511
2356447966,78.2125103,30.0237859
2356447974,78.2245533,30.026165
2356447975,78.2273975,30.0220104
2356447977,78.2266607,30.0193965
2356447981,78.2269306,30.0180081
2356447983,78.2262083,30.0211688
2356447984,78.2253047,30.0177287
2356447990,78.2268565,30.0213554
2356447991,78.2093732,30.0259289
2356447997,78.2251862,30.0220936
2356447999,78.2267494,30.022554
2356448015,78.2256873,30.0226441
2356448024,78.2263275,30.0224338
2356448030,78.2263323,30.0207258
2356465245,78.2107309,30.0212418
2356465250,78.207575,30.0143615
2356465253,78.2076608,30.013479
2356465257,78.2125179,30.0087767
2356465261,78.2119831,30.0087693
2356465263,78.2164333,30.0184131
2356465267,78.2105573,30.010384
2356465269,78.2132845,30.0206309
2356465283,78.2076179,30.0141014
2356465286,78.2076962,30.0132145
2356465287,78.2078854,30.0171021
2356465289,78.2075234,30.0151045
2356465290,78.2075537,30.0148428
2356465292,78.2153122,30.0171728
2356465298,78.2100678,30.0150855
2356465304,78.2151657,30.019306
2356465317,78.2116224,30.0107282
2356465319,78.2102696,30.0126812
2356465326,78.2101735,30.0143824
2356465331,78.2153873,30.0181227
2356465335,78.2129408,30.0234948
2356465337,78.2096908,30.0220515
2356465339,78.2139765,30.0201571
2356465342,78.2165997,30.0209261
2356465349,78.2140407,30.0180368
2356465351,78.2116162,30.0087721
2356465352,78.2119675,30.0073738
2356465355,78.2128166,30.0188548
2356465356,78.2147704,30.0196322
2356465361,78.214816,30.01662
2356465364,78.2095239,30.0195466
2356465369,78.2098257,30.0219349
2356465377,78.215846,30.0177557
2356465378,78.2133471,30.0194616
2356465389,78.2080578,30.0173668
2356465398,78.2096273,30.0200845
2356465408,78.2116457,30.0187497
2356465409,78.2098243,30.0171127
2356465412,78.212489,30.0073756
2356465414,78.2123082,30.0183015
2356465415,78.211812,30.0068791
2356465419,78.2098304,30.0199458
2356465421,78.2095829,30.0145763
2356465422,78.2126649,30.0199225
2356465424,78.2101113,30.020595
2356465429,78.2095115,30.014996
2356484982,78.2088963,30.0289145
2356484991,78.2214334,30.0335393
2356485009,78.2211961,30.0359236
2356485046,78.2217444,30.0347597
2356485070,78.2211845,30.038954
2356485072,78.2214767,30.035611
2356485075,78.2211582,30.0353765
2356485083,78.2104251,30.0316779
2356485086,78.2208142,30.0357464
2356485095,78.2206744,30.0350533
2356485148,78.2117235,30.0262514
2356485150,78.2274491,30.0350664
2356485163,78.2134991,30.0249253
2356485235,78.2105272,30.0271672
2356485241,78.2102159,30.0283294
2356485253,78.2214812,30.0361409
2356509562,78.2297207,30.0370066
2356509567,78.2393993,30.0329387
2356509572,78.2347452,30.0335174
2356509578,78.2366384,30.0373199
2356509591,78.2398143,30.0330314
2356509594,78.2293016,30.0363808
2356509595,78.2346204,30.0332793
2356509597,78.2302696,30.037784
2356509600,78.2297667,30.0368372
2356509614,78.2327111,30.0250527
2356509625,78.2343594,30.0330584
2356509628,78.2273885,30.0392866
2356509631,78.2329011,30.0252053
2356509639,78.2354891,30.0319397
2356509642,78.2324334,30.0348328
2356509654,78.244956,30.0328806
2356509660,78.2343544,30.0373767
2356509671,78.2332631,30.0353168
2356509673,78.2357936,30.027524
2356509676,78.2364148,30.0277298
2356509685,78.2407417,30.033339
2356509687,78.2247358,30.042135
2356511472,78.2425812,30.0288376
2356511486,78.2431225,30.0277458
2356511492,78.2395828,30.0276193
2356571821,78.2151246,30.0422558
2356571827,78.2091755,30.0450949
2356571850,78.2129353,30.0378135
2356571880,78.2109812,30.044151
2356571913,78.2107678,30.0422863
2356571939,78.2231472,30.0089832
2356571958,78.2158199,30.0418458
2356571992,78.2211751,30.0141451
2356572077,78.2234121,30.0151112
2356572160,78.2109321,30.0442779
2356572161,78.2156197,30.0429248
2356660127,78.2052034,30.0141667
2356660249,78.2064822,30.0118215
2356660251,78.2053665,30.0082877
2356660281,78.2065665,30.0105544
2356660329,78.2060378,30.0212855
2356660346,78.2004241,30.0092499
2356706502,78.0247864,30.3144017
2356706504,78.0256703,30.3140195
2356706506,78.0274569,30.3126473
2356706516,78.0277759,30.3148282
2356706521,78.0292251,30.316821
2356706530,78.0275203,30.3131549
2356706532,78.0274415,30.3123944
2356706534,78.0280594,30.3116338
2356706536,78.0281084,30.3113715
2356706538,78.0301298,30.3098151
2356706540,78.0326571,30.3078674
2356706548,78.0246335,30.3178825
2356706549,78.0241388,30.3182235
2356706550,78.0233345,30.3187734
2356706551,78.0222242,30.3195046
2356706552,78.0212882,30.3201005
2356706553,78.0206191,30.3205491
2356706554,78.0201493,30.320844
2356706555,78.0199963,30.3209361
2356706557,78.0192774,30.321526
2356706558,78.0194143,30.3218332
2356706563,78.0195728,30.3204538
2356706564,78.0208789,30.319609
2356706565,78.0218078,30.3189915
2356706566,78.019039,30.3198425
2356706568,78.0203162,30.3189557
2356706569,78.0198217,30.3184041
2356706570,78.0192245,30.3177342
2356706573,78.0189583,30.3166309
2356706574,78.0194527,30.316296
2356706575,78.0205064,30.3155868
2356706576,78.0259741,30.3158994
2356706578,78.0240221,30.31722
2356706580,78.0227656,30.3180482
2356707495,78.0194174,30.314396
2356707496,78.018331,30.3131398
2356707498,78.0174608,30.3134107
2356707499,78.0228234,30.3119435
2356707501,78.0213903,30.3130066
2356707502,78.0189659,30.3148135
2356707503,78.0174118,30.3160267
2356707505,78.0201814,30.3152314
2356707507,78.0204237,30.3120036
2356707508,78.0197206,30.3112513
2356707509,78.0188732,30.3103514
2356707510,78.0184847,30.3099988
2356707511,78.0182464,30.3098331
2356707512,78.0211924,30.3102263
2356707514,78.018597,30.312029
2356707516,78.0181324,30.3122189
2356707517,78.0175305,30.3123536
2356707518,78.0170601,30.3124377
2356707520,78.0165449,30.3125442
2356707521,78.0161575,30.3125425
2356707522,78.016327,30.3106633
2356707536,78.0159793,30.3162218
2356707538,78.0160151,30.3172361
2356707539,78.0159841,30.3174368
2356707540,78.0165088,30.317183
2356707541,78.0174276,30.3168383
2356707544,78.0173494,30.3147673
2356707545,78.0174533,30.3174497
2356707548,78.0176246,30.3182159
2356707549,78.0191002,30.3197925
2356707551,78.0170741,30.3176668
2356707552,78.0185674,30.3201426
2356707553,78.0212476,30.3183444
2356707554,78.0223568,30.317605
2356709328,78.0167516,30.3189312
2356709330,78.0176088,30.3210258
2356709331,78.0181249,30.3221178
2356709344,77.9991846,30.3227174
2356837283,78.2842042,30.1062758
2356837284,78.2889069,30.110406
2356837287,78.2839,30.1060199
2356837288,78.2844947,30.1065183
2356837293,78.2831967,30.1053694
2357160988,78.0520769,30.2986599
2357160990,78.05007,30.3001449
2357160993,78.0541303,30.3007134
2357160995,78.0539208,30.3008431
2357160997,78.0509542,30.3011438
2357160999,78.0505139,30.3014617
2357161001,78.0501308,30.3017884
2357161005,78.0509796,30.3020033
2357161007,78.0518046,30.3021535
2357161009,78.0503818,30.3023457
2357161011,78.0513559,30.3025109
2357161013,78.0552867,30.3024827
2357161015,78.0521272,30.3026065
2357161017,78.0516207,30.3028744
2357161019,78.0506419,30.3028907
2357161021,78.0513336,30.3030412
2357161023,78.052443,30.3030295
2357161033,78.0493904,30.3032145
2357161036,78.0507867,30.3032503
2357161058,78.0508049,30.3033271
2357161067,78.0507493,30.3033584
2357161077,78.0516603,30.3034448
2357161079,78.0481094,30.3034979
2357161086,78.0500493,30.3037438
2357161090,78.0509719,30.3038305
2357161092,78.0498104,30.3038585
2357161098,78.0520637,30.3040087
2357161111,78.0534755,30.3046214
2357161113,78.0508161,30.3046852
2357161115,78.0539416,30.3054202
2357161117,78.0544456,30.3062309
2357161119,78.0528452,30.3080385
2357161121,78.055659,30.3082395
2357161123,78.0563141,30.3093229
2357161127,78.0542468,30.3102902
2357161129,78.0570624,30.3106359
2357161131,78.0550605,30.3116249
2357161133,78.0577413,30.3117515
2357161135,78.0557601,30.3127719
2357161137,78.0585262,30.3131274
2357161139,78.0609178,30.3133797
2357161143,78.0629305,30.3137307
2357161145,78.0565715,30.3141284
2357161147,78.0591174,30.3141884
2357161154,78.0571835,30.3151292
2357161160,78.054833,30.3163328
2357161162,78.05815,30.3167595
2357161172,78.0601794,30.317506
2357161178,78.058024,30.3178373
2357161180,78.055637,30.3181182
2357161191,78.0506968,30.3206372
2357169650,78.0570463,30.2974588
2357169651,78.0566141,30.2977189
2357169653,78.0564928,30.2983595
2357169656,78.0551026,30.2985845
2357169658,78.0579237,30.2985952
2357169660,78.0567909,30.2986949
2357169664,78.0554175,30.2989853
2357169666,78.0543046,30.2990799
2357169668,78.0570615,30.2990525
2357169671,78.0584962,30.2993377
2357169673,78.050856,30.2994853
2357169675,78.0547267,30.2996539
2357169677,78.0529237,30.2996865
2357169679,78.0576458,30.2998149
2357169681,78.0534291,30.300271
2357169685,78.0517012,30.300486
2357169689,78.0596406,30.3008377
2357169691,78.054834,30.3008454
2357169693,78.0556824,30.3009523
2357169695,78.0521636,30.3010481
2357169697,78.0544217,30.301109
2357169701,78.0531777,30.3012764
2357169703,78.0526137,30.3016053
2357169705,78.053495,30.3016997
2357169707,78.056334,30.3021015
2357169709,78.0543447,30.3028496
2357169711,78.0566544,30.3030475
2357169713,78.0527784,30.3035309
2357169715,78.0615914,30.3038022
2357169717,78.0571147,30.3038871
2357169725,78.050871,30.3054855
2357169727,78.0515731,30.3056326
2357169729,78.0640905,30.3057558
2357169732,78.0573289,30.3058727
2357169740,78.0498426,30.306196
2357169742,78.0506162,30.3063965
2357169744,78.0624626,30.3066186
2357169751,78.0505178,30.3070993
2357169760,78.0631748,30.3077602
2357169762,78.0511151,30.3078608
2357169768,78.0590643,30.3081368
2357169770,78.0492984,30.3083277
2357169775,78.0584508,30.3083954
2357169777,78.0495407,30.3086038
2357169779,78.0628535,30.3091464
2357169783,78.0503036,30.3093399
2357169792,78.0528604,30.3108913
2357169794,78.0589526,30.3111375
2357169798,78.0569632,30.3121522
2357169800,78.0597427,30.3125114
2357169803,78.0527835,30.3127789
2357169805,78.057857,30.3134701
2357169807,78.0510237,30.3136307
2357169811,78.0499803,30.3157433
2357169813,78.0521324,30.3163998
2357179263,78.0745522,30.2796209
2357179271,78.0754804,30.2808043
2357179282,78.0756018,30.2817776
2357179285,78.0760698,30.2824183
2357179286,78.0780395,30.2824969
2357179289,78.0763629,30.2828176
2357179291,78.0789073,30.2830245
2357179292,78.0765074,30.2830886
2357179294,78.0834159,30.2831002
2357179298,78.0763011,30.2833862
2357179299,78.0822589,30.2834473
2357179300,78.0801735,30.2835871
2357179301,78.0793379,30.2836961
2357179302,78.0770823,30.2836217
2357179305,78.0757471,30.283847
2357179307,78.0775743,30.2839397
2357179308,78.0753074,30.2841603
2357179314,78.074933,30.284388
2357179319,78.0767498,30.2845062
2357179323,78.0765918,30.2846469
2357179324,78.0739344,30.284806
2357179326,78.0799604,30.2848603
2357179329,78.0735627,30.2850305
2357179334,78.0766643,30.2851147
2357179335,78.0733487,30.2851478
2357179337,78.0768145,30.2853475
